ID,Name,Team,Pos,Price,18_pts_no_prob,18_prob,18_with_prob,19_pts_no_prob,19_prob,19_with_prob,20_pts_no_prob,20_prob,20_with_prob,21_pts_no_prob,21_prob,21_with_prob,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob
452,Aribo,SOU,MID,4.9,2.60692,0.93515,2.43784,2.32315,0.93515,2.17248,2.4891,0.93515,2.32767,2.25464,0.93515,2.10841,2.18725,0.93515,2.04539,2.43015,0.93515,2.27254,2.2541,0.93515,2.10791,2.468,0.93515,2.30794
453,Armstrong,SOU,FWD,5.1,2.18362,0.90966,1.98634,2.08325,0.90966,1.89504,2.19596,0.90966,1.99757,2.00597,0.90966,1.82475,1.96487,0.90966,1.78736,2.06592,0.90966,1.87928,2.08655,0.90966,1.89804,2.1393,0.90966,1.94603
454,Bazunu,SOU,GK,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50456,0.00078,0.00275
455,Bednarek,SOU,DEF,4,2.3143,0.83705,1.93718,2.53026,0.83705,2.11795,2.26585,0.83705,1.89663,2.54918,0.83705,2.13379,2.42554,0.83705,2.0303,2.39154,0.83705,2.00184,2.27575,0.83705,1.90492,2.34634,0.83705,1.964
456,Bella-Kotchap,SOU,DEF,3.9,2.0616,0.00045,0.00092,2.24641,0.00045,0.001,2.01582,0.00045,0.0009,2.2711,0.00045,0.00101,2.14826,0.00045,0.00096,2.14454,0.00045,0.00096,1.99621,0.00045,0.00089,2.09763,0.00045,0.00094
457,Bree,SOU,DEF,3.9,2.00108,0.49387,0.98828,2.19128,0.49387,1.08222,1.9518,0.49387,0.96394,2.21753,0.49387,1.09518,2.09597,0.49387,1.03514,2.08526,0.49387,1.02985,1.94014,0.49387,0.95818,2.03546,0.49387,1.00526
458,Charles,SOU,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Edozie,SOU,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Edwards,SOU,DEF,3.9,2.01618,0.11817,0.23826,2.21114,0.11817,0.2613,1.9714,0.11817,0.23297,2.23689,0.11817,0.26434,2.11498,0.11817,0.24993,2.10274,0.11817,0.24849,1.96018,0.11817,0.23164,2.05437,0.11817,0.24277
461,Harwood-Bellis,SOU,DEF,4.1,2.16094,0.93404,2.0184,2.35417,0.93404,2.19888,2.11189,0.93404,1.97258,2.3816,0.93404,2.2245,2.25939,0.93404,2.11035,2.24686,0.93404,2.09865,2.10551,0.93404,1.96662,2.19639,0.93404,2.0515
462,Kamaldeen,SOU,MID,5,1.69987,0.59453,1.01063,1.66382,0.59453,0.9892,1.70892,0.59453,1.01601,1.61987,0.59453,0.96307,1.56828,0.59453,0.9324,1.66774,0.59453,0.99153,1.58775,0.59453,0.94397,1.70195,0.59453,1.01187
463,Lallana,SOU,MID,5,1.47588,0.47656,0.70334,1.45233,0.47656,0.69212,1.46318,0.47656,0.69729,1.39974,0.47656,0.66706,1.34094,0.47656,0.63903,1.41886,0.47656,0.67617,1.38206,0.47656,0.65863,1.45317,0.47656,0.69252
464,Larios,SOU,DEF,4,0,0,0,0,0,0,0,0,0,2.2711,0.01196,0.02717,2.14826,0.01436,0.03084,2.14454,0.01436,0.03078,1.99621,0.01515,0.03025,2.09763,0.01563,0.03279
465,Lis,SOU,GK,4,3.50261,0,0.00701,4.08896,0,0.00818,3.4795,0,0.00696,4.33165,0,0.00866,3.64473,0,0.00729,3.75635,0,0.00751,3.06557,0,0.00613,3.45268,0,0.00691
466,Lumley,SOU,GK,4,3.29824,0.002,0.0066,3.68992,0.002,0.00738,3.25018,0.002,0.0065,4.09217,0.002,0.00818,3.56141,0.002,0.00712,3.72715,0.002,0.00745,3.09795,0.002,0.0062,3.42196,0.002,0.00684
467,Manning,SOU,DEF,4.3,2.58777,0.66283,1.71525,2.69842,0.66283,1.78859,2.51305,0.66283,1.66572,2.70855,0.66283,1.7953,2.5747,0.66283,1.70658,2.62631,0.66283,1.7408,2.45558,0.66283,1.62763,2.58516,0.66283,1.71352
468,Mara,SOU,FWD,5,1.85305,0,0.58148,1.73977,0,0.54593,1.75821,0,0.55171,1.77715,0,0.55766,1.84781,0,0.57983,1.78786,0,0.56102,1.60272,0,0.50293,1.79678,0,0.56382
469,McCarthy,SOU,GK,4.3,3.36647,0.06255,0.21057,3.91344,0.06255,0.24479,3.31695,0.06255,0.20748,4.31563,0.06255,0.26994,3.78386,0.06255,0.23668,3.79377,0.06255,0.2373,3.32344,0.06255,0.20788,3.48865,0.06255,0.21822
470,Onuachu,SOU,FWD,4.9,1.47978,0.85282,1.26198,1.47781,0.85282,1.26031,1.47632,0.85282,1.25903,1.39155,0.85282,1.18674,1.35349,0.85282,1.15428,1.34954,0.85282,1.15091,1.46609,0.85282,1.25031,1.41876,0.85282,1.20995
471,Smallbone,SOU,MID,5,2.26903,0.06903,0.15663,2.26295,0.26749,0.60532,2.24723,0.55224,1.24102,2.20948,0.7316,1.61646,2.13935,0.79881,1.70892,2.20138,0.82466,1.81538,2.21446,0.82466,1.82617,2.23648,0.82466,1.84433
472,Stephens,SOU,DEF,4,1.99793,0.64069,1.28006,2.19811,0.64069,1.40832,1.95667,0.64069,1.25363,2.21654,0.64069,1.42012,2.09307,0.64069,1.34102,2.07671,0.64069,1.33053,1.94277,0.64069,1.24472,2.03471,0.64069,1.30362
473,Stewart,SOU,FWD,4.4,0,0,0,0,0,0,0,0,0,1.4444,0.65474,0.9457,1.40689,0.77455,1.0897,1.38529,0.77455,1.07297,1.51783,0.80477,1.2215,1.45444,0.82034,1.19313
474,Sugawara,SOU,DEF,4.3,2.38679,0.85007,2.02893,2.54293,0.85007,2.16166,2.31988,0.85007,1.97206,2.56304,0.85007,2.17876,2.42414,0.85007,2.06068,2.43999,0.85007,2.07416,2.3202,0.85007,1.97233,2.39793,0.85007,2.0384
475,Taylor,SOU,DEF,3.9,2.23005,0.19406,0.43276,2.38211,0.19406,0.46227,2.18566,0.19406,0.42415,2.40528,0.19406,0.46677,2.28399,0.19406,0.44323,2.30973,0.19406,0.44822,2.12726,0.19406,0.41281,2.26544,0.19406,0.43963
476,Walker-Peters,SOU,DEF,4.3,2.74659,0.92336,2.53608,2.81572,0.92336,2.59991,2.68087,0.92336,2.4754,2.83053,0.92336,2.61359,2.69743,0.92336,2.4907,2.78681,0.92336,2.57322,2.57595,0.92336,2.37852,2.75268,0.92336,2.5417
477,Wood,SOU,DEF,4,2.10491,0.62462,1.31476,2.29925,0.62462,1.43615,2.05921,0.62462,1.28622,2.32482,0.62462,1.45212,2.20291,0.62462,1.37598,2.19068,0.62462,1.36834,2.04808,0.62462,1.27927,2.14215,0.62462,1.33803
478,A.Phillips,TOT,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Austin,TOT,GK,4,3.59451,0.002,0.00719,3.28991,0.002,0.00658,3.73435,0.002,0.00747,4.38598,0.002,0.00877,3.73588,0.002,0.00747,3.35669,0.002,0.00671,4.0341,0.002,0.00807,3.37147,0.002,0.00674
480,Bentancur,TOT,MID,4.9,1.66992,0.52209,0.87184,1.78235,0.52209,0.93054,1.74727,0.52209,0.91222,1.53943,0.52209,0.80371,1.72565,0.52209,0.90094,1.89302,0.52209,0.98832,1.72152,0.52209,0.89878,1.6852,0.52209,0.87982
481,Bergvall,TOT,MID,4.4,1.4049,0.79774,1.12075,1.50071,0.79774,1.19718,1.4669,0.79774,1.1702,1.27303,0.79774,1.01555,1.46364,0.79774,1.16761,1.62623,0.79774,1.29731,1.48476,0.79774,1.18446,1.40451,0.79774,1.12044
482,Bissouma,TOT,MID,4.9,1.86471,0.91774,1.71131,1.99958,0.91774,1.83509,1.96581,0.91774,1.8041,1.72787,0.91774,1.58573,1.91647,0.91774,1.75881,2.10645,0.91774,1.93317,1.91427,0.91774,1.7568,1.90534,0.91774,1.7486
483,Bryan,TOT,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Davies,TOT,DEF,4.3,2.36747,0.01,0.02367,2.24334,0.45891,1.0295,2.31598,0.5507,1.27541,2.68646,0.58129,1.56162,2.27594,0.58129,1.32298,2.27331,0.59965,1.36318,2.69601,0.59965,1.61666,2.14645,0.59965,1.28711
485,Devine,TOT,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Dragusin,TOT,DEF,4.3,2.57317,0.84971,2.18644,2.50972,0.84971,2.13253,2.572,0.84971,2.18544,2.87453,0.84971,2.4425,2.48545,0.84971,2.1119,2.55897,0.84971,2.17437,2.90415,0.84971,2.46767,2.39973,0.84971,2.03906
487,E.Royal,TOT,DEF,4.5,2.29769,0,0,2.30971,0,0,2.43562,0,0,2.5953,0,0,2.15575,0,0,2.36756,0,0,2.32648,0,0,2.30795,0,0
488,Forster,TOT,GK,4.3,3.89509,0.94,3.66139,3.36153,0.94,3.15984,3.80473,0.94,3.57644,4.68374,0.94,4.40271,4.03445,0.94,3.79239,3.43069,0.94,3.22485,4.33716,0.94,4.07693,3.44049,0.94,3.23406
489,Gray,TOT,MID,4.6,1.84749,0.78227,1.44524,1.94796,0.78227,1.52383,1.91325,0.78227,1.49669,1.71374,0.78227,1.34061,1.90416,0.78227,1.48957,2.06946,0.78227,1.61888,1.9194,0.78227,1.5015,1.85034,0.78227,1.44747
490,Højbjerg,TOT,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Johnson,TOT,MID,6.5,2.54989,0.94123,2.40004,2.99052,0.94123,2.81477,2.907,0.94123,2.73616,2.39957,0.94123,2.25855,2.64218,0.94123,2.4869,3.38087,0.94123,3.18218,2.94136,0.94123,2.7685,2.77716,0.94123,2.61395
492,Kulusevski,TOT,MID,6.4,2.77387,0.94119,2.61075,2.98457,0.94119,2.80906,2.87621,0.94119,2.70707,2.49951,0.94119,2.35252,2.75061,0.94119,2.58885,3.28166,0.94119,3.08868,3.01249,0.94119,2.83533,2.72878,0.94119,2.56831
493,"Lo Celso",TOT,MID,4.9,1.76363,0,0.95791,1.91901,0,1.04231,1.89358,0,1.0285,1.53231,0,0.83227,1.67458,0,0.90955,1.9606,0,1.0649,1.74424,0,0.94738,1.84442,0,1.00179
494,Maddison,TOT,MID,7.7,2.90159,0.94123,2.73106,3.33622,0.94123,3.14015,3.14342,0.94123,2.95869,2.47503,0.94123,2.32957,2.75012,0.94123,2.5885,3.70112,0.94123,3.48361,3.12232,0.94123,2.93883,2.93824,0.94123,2.76556
495,"Pedro Porro",TOT,DEF,5.5,3.30081,0.94123,3.10681,3.37882,0.94123,3.18024,3.36842,0.94123,3.17044,3.41384,0.94123,3.2132,3.21496,0.94123,3.026,3.55811,0.94123,3.34899,3.67603,0.94123,3.45997,3.16041,0.94123,2.97466
496,Reguilón,TOT,DEF,4.2,2.61952,0.01613,0.04225,2.5657,0.01613,0.04138,2.59326,0.01613,0.04183,2.80207,0.01613,0.04519,2.54724,0.01613,0.04108,2.67153,0.01613,0.04309,2.95654,0.01613,0.04768,2.41192,0.01613,0.0389
497,Richarlison,TOT,FWD,6.8,1.64685,0.01,0.01647,1.83455,0.01,0.01835,1.7342,0.7913,1.37228,1.31664,0.88978,1.17152,1.70927,0.9101,1.55562,2.00099,0.9101,1.8211,1.65384,0.91958,1.52083,1.71678,0.91958,1.57871
498,Romero,TOT,DEF,5,0,0,0,0,0,0,0,0,0,3.06453,0.77576,2.37734,2.8331,0.88228,2.4996,3.03906,0.88228,2.68131,3.1677,0.90634,2.87101,2.78932,0.91865,2.5624
499,P.M.Sarr,TOT,MID,4.8,2.06587,0.94122,1.94444,2.08648,0.94122,1.96384,2.0391,0.94122,1.91925,1.89301,0.94122,1.78175,2.09921,0.94122,1.97582,2.22007,0.94122,2.08958,2.14588,0.94122,2.01975,1.96467,0.94122,1.84919
500,Scarlett,TOT,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Skipp,LEI,MID,4.8,1.5718,0.7532,1.18387,1.62264,0.7532,1.22216,1.63858,0.7532,1.23417,1.74543,0.7532,1.31465,1.67679,0.7532,1.26295,1.74898,0.7532,1.31732,1.71697,0.7532,1.29322,1.60734,0.7532,1.21064
502,Solomon,TOT,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Son,TOT,MID,9.8,3.74193,0.94182,3.52424,4.83332,0.94182,4.55213,4.35537,0.94182,4.10199,2.82414,0.94182,2.65984,3.14068,0.94182,2.95797,5.24494,0.94182,4.93981,3.70469,0.94182,3.48916,3.9702,0.94182,3.73922
504,Spence,TOT,DEF,4.4,2.49089,0.54553,1.35884,2.40892,0.54553,1.31412,2.45459,0.54553,1.33904,2.73337,0.54553,1.49112,2.39572,0.54553,1.30692,2.47171,0.54553,1.34838,2.81411,0.54553,1.53517,2.27413,0.54553,1.24059
505,Udogie,TOT,DEF,4.9,2.81283,0.93505,2.63014,2.78633,0.93505,2.60537,2.82431,0.93505,2.64088,3.04315,0.93505,2.84551,2.74368,0.93505,2.56549,2.87981,0.93505,2.69278,3.14585,0.93505,2.94154,2.64428,0.93505,2.47255
506,"Van de Ven",TOT,DEF,4.5,0,0,0,0,0,0,0,0,0,2.92196,0.45546,1.33084,2.58765,0.54655,1.41429,2.65044,0.54655,1.44861,2.97984,0.57692,1.71912,2.47781,0.59513,1.47463
507,Veliz,TOT,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Vicario,TOT,GK,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Werner,TOT,MID,6.2,2.06929,0.92091,1.90563,2.41404,0.92091,2.22312,2.26095,0.92091,2.08214,1.718,0.92091,1.58212,1.95014,0.92091,1.79591,2.65268,0.92091,2.44289,2.18511,0.92091,2.0123,2.08991,0.92091,1.92462
510,Whiteman,TOT,GK,4,3.59451,0.002,0.00719,3.28991,0.002,0.00658,3.73435,0.002,0.00747,4.38598,0.002,0.00877,3.73588,0.002,0.00747,3.35669,0.002,0.00671,4.0341,0.002,0.00807,3.37147,0.002,0.00674
511,Álvarez,WHU,MID,5,2.10324,0.89156,1.87515,1.72818,0.89156,1.54077,1.76193,0.89156,1.57086,1.78998,0.89156,1.59587,1.85941,0.89156,1.65777,1.7987,0.89156,1.60364,1.7842,0.89156,1.59071,1.8736,0.89156,1.67042
512,Antonio,WHU,FWD,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Areola,WHU,GK,4.2,4.34946,0.1,0.43495,3.80048,0.1,0.38005,4.54044,0.1,0.45404,3.39051,0.1,0.33905,3.34095,0.1,0.3341,4.32977,0.1,0.43298,4.33742,0.1,0.43374,3.24816,0.1,0.32482
514,Bowen,WHU,MID,7.5,4.14385,0.93805,3.88715,3.24972,0.93805,3.0484,3.04598,0.93805,2.85728,3.36896,0.93805,3.16026,3.42402,0.93805,3.21191,3.18117,0.93805,2.9841,3.10421,0.93805,2.91191,3.59073,0.93805,3.36829
515,Cornet,SOU,MID,4.7,0,0,0,1.75636,0.03536,0.0621,1.80659,0.03536,0.06388,1.70355,0.03536,0.06024,1.64519,0.03536,0.05817,1.76114,0.03536,0.06227,1.68497,0.03536,0.05958,1.79605,0.03536,0.06351
516,Coufal,WHU,DEF,4.2,2.49567,0.72515,1.80973,2.58986,0.72515,1.87804,2.82313,0.72515,2.04719,2.42298,0.72515,1.75702,2.42843,0.72515,1.76097,2.71312,0.72515,1.96742,2.7377,0.72515,1.98524,2.45422,0.72515,1.77968
517,Cresswell,WHU,DEF,3.9,1.95716,0.21636,0.42344,2.03252,0.21636,0.43975,2.37749,0.21636,0.51438,1.83109,0.21636,0.39617,1.82177,0.21636,0.39415,2.25405,0.21636,0.48768,2.28538,0.21636,0.49445,1.83128,0.21636,0.39621
518,Downes,SOU,MID,4.8,2.44081,0.89835,2.1927,2.28642,0.89835,2.05401,2.41279,0.89835,2.16753,2.23408,0.89835,2.00699,2.17123,0.89835,1.95052,2.36442,0.89835,2.12407,2.22449,0.89835,1.99837,2.40125,0.89835,2.15716
519,Earthy,WHU,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Emerson,WHU,DEF,4.4,2.44854,0.9296,2.27617,2.50418,0.9296,2.32789,2.80146,0.9296,2.60424,2.3214,0.9296,2.15797,2.3169,0.9296,2.15379,2.68997,0.9296,2.5006,2.71505,0.9296,2.52391,2.3389,0.9296,2.17425
521,Fabianski,WHU,GK,4.1,4.18789,0.9,3.7691,3.70721,0.9,3.33649,4.37895,0.9,3.94105,3.29724,0.9,2.96751,3.24767,0.9,2.92291,4.16827,0.9,3.75144,4.17592,0.9,3.75833,3.15487,0.9,2.83938
522,Foderingham,WHU,GK,4.3,4.41521,0.00213,0.00939,3.80328,0.00213,0.00809,4.60282,0.00213,0.00979,3.39377,0.00213,0.00722,3.34411,0.00213,0.00711,4.39269,0.00213,0.00934,4.40004,0.00213,0.00936,3.25227,0.00213,0.00692
523,Ings,WHU,FWD,5,2.07585,0.50581,1.04998,1.46313,0.50581,0.74006,1.41536,0.50581,0.7159,1.65671,0.50581,0.83797,1.75482,0.50581,0.8876,1.51856,0.50581,0.7681,1.48044,0.50581,0.74882,1.78345,0.50581,0.90208
524,Kilman,WHU,DEF,4.5,2.96334,0.94123,2.78919,2.9381,0.94123,2.76544,3.24947,0.94123,3.0585,2.80636,0.94123,2.64144,2.83117,0.94123,2.66479,3.15139,0.94123,2.96619,3.17662,0.94123,2.98993,2.84321,0.94123,2.67612
525,Kudus,WHU,MID,6.2,3.24321,0.87847,2.84906,2.82911,0.87847,2.48529,2.48242,0.87847,2.18073,2.89328,0.87847,2.54166,2.95504,0.87847,2.59591,2.55225,0.87847,2.24207,2.50639,0.87847,2.20179,3.0688,0.87847,2.69584
526,L.Guilherme,WHU,MID,4.7,2.19981,0.07379,0.16232,1.83231,0.07379,0.1352,1.80384,0.07379,0.1331,1.89869,0.07379,0.1401,1.96594,0.07379,0.14506,1.84965,0.07379,0.13648,1.82953,0.07379,0.135,1.99617,0.07379,0.1473
527,L.Paquetá,WHU,MID,5.7,0,0,0,2.44827,0.94119,2.30429,2.32492,0.94119,2.18819,2.47,0.94119,2.32474,2.53424,0.94119,2.38521,2.37064,0.94119,2.23122,2.33011,0.94119,2.19308,2.615,0.94119,2.46122
528,Mavropanos,WHU,DEF,4.4,2.39518,0.83836,2.00802,2.42404,0.83836,2.03222,2.76471,0.83836,2.31782,2.24057,0.83836,1.8784,2.23947,0.83836,1.87748,2.65028,0.83836,2.22189,2.6783,0.83836,2.24538,2.25111,0.83836,1.88724
529,N.Aguerd,WHU,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Souček,WHU,MID,4.9,2.49436,0.91592,2.28463,2.17719,0.91592,1.99412,2.0874,0.91592,1.91188,2.25117,0.91592,2.06188,2.31625,0.91592,2.12149,2.13245,0.91592,1.95315,2.11147,0.91592,1.93393,2.36499,0.91592,2.16613
531,Ward-Prowse,NFO,MID,6.2,2.54832,0.20119,0.51269,2.42722,0.20119,0.48832,2.70268,0.20119,0.54374,2.46504,0.20119,0.49593,2.68287,0.20119,0.53976,2.41968,0.20119,0.48681,2.58249,0.20119,0.51956,2.49486,0.20119,0.50193
532,Zouma,WHU,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Aït-Nouri,WOL,DEF,4.8,2.36796,0.78721,1.86408,2.97744,0.78721,2.34387,2.4528,0.78721,1.93087,2.84497,0.78721,2.23959,2.83692,0.78721,2.23325,2.46654,0.78721,1.94169,2.43287,0.78721,1.91518,2.815,0.78721,2.21599
534,B.Traore,WOL,MID,4.8,0,0,0,1.61951,0.01,0.0162,1.65812,0.44188,0.7327,1.54228,0.53026,0.81781,1.50863,0.55972,0.84441,1.50502,0.55972,0.84239,1.56345,0.55972,0.87509,1.46059,0.57739,0.84333
535,Bellegarde,WOL,MID,5,1.85039,0.85087,1.57444,1.89866,0.85087,1.61551,1.95554,0.85087,1.66391,1.7637,0.85087,1.50067,1.73556,0.85087,1.47673,1.72836,0.85087,1.47061,1.86663,0.85087,1.58825,1.66239,0.85087,1.41448
536,Bentley,WOL,GK,4,3.32996,0.00203,0.00677,4.08678,0.00203,0.0083,3.28397,0.00203,0.00667,4.11792,0.00203,0.00837,4.15452,0.00203,0.00844,3.40461,0.00203,0.00692,3.21728,0.00203,0.00654,4.7174,0.00203,0.00958
537,Chiquinho,WOL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Chirewa,WOL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Chiwome,WOL,FWD,4.5,1.53743,0.00192,0.00296,1.60374,0.00192,0.00309,1.66808,0.00192,0.00321,1.4571,0.00192,0.0028,1.42546,0.00192,0.00274,1.36504,0.00192,0.00263,1.55391,0.00192,0.00299,1.31206,0.00192,0.00253
540,Cundle,WOL,MID,4.5,1.75276,0.00021,0.00037,1.85846,0.00021,0.0004,1.87586,0.00021,0.0004,1.7344,0.00021,0.00037,1.70726,0.00021,0.00036,1.67026,0.00021,0.00036,1.7935,0.00021,0.00038,1.62935,0.00021,0.00035
541,Cunha,WOL,FWD,7.1,3.30512,0.94094,3.10993,3.00221,0.94094,2.82491,3.60955,0.94094,3.39638,2.83809,0.94094,2.67048,2.78541,0.94094,2.62091,3.06454,0.94094,2.88356,3.3985,0.94094,3.19779,2.627,0.94094,2.47186
542,Dawson,WOL,DEF,4.4,2.16214,0.61436,1.32833,2.67283,0.61436,1.64208,2.22807,0.61436,1.36884,2.59201,0.61436,1.59243,2.58605,0.61436,1.58876,2.31011,0.61436,1.41924,2.20388,0.61436,1.35397,2.59909,0.61436,1.59677
543,Doherty,WOL,DEF,4.3,2.01527,0.77279,1.55737,2.63855,0.77279,2.03903,2.09203,0.77279,1.61669,2.52571,0.77279,1.95183,2.51937,0.77279,1.94693,2.14843,0.77279,1.66027,2.07317,0.77279,1.60212,2.50747,0.77279,1.93773
544,Doyle,WOL,MID,4.8,1.60033,0.83411,1.33485,1.6887,0.83411,1.40857,1.69212,0.83411,1.41142,1.58327,0.83411,1.32063,1.55165,0.83411,1.29425,1.52647,0.83411,1.27324,1.59395,0.83411,1.32953,1.49447,0.83411,1.24656
545,"Fábio Silva",WOL,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Fraser,WOL,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Gonzalez,WOL,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Guedes,WOL,MID,5.3,1.81599,0.92358,1.67721,1.86098,0.92358,1.71876,1.98309,0.92358,1.83154,1.70615,0.92358,1.57577,1.684,0.92358,1.5553,1.68734,0.92358,1.55839,1.92174,0.92358,1.77487,1.58258,0.92358,1.46163
549,H.Bueno,WOL,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,"Hee Chan",WOL,MID,6.1,1.89186,0.83119,1.5725,2.08529,0.83119,1.73328,2.00941,0.83119,1.67021,1.91056,0.83119,1.58805,1.88971,0.83119,1.57071,1.77982,0.83119,1.47937,1.93301,0.83119,1.60671,1.78266,0.83119,1.48174
551,Hodge,WOL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Hoever,WOL,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,J.Gomes,WOL,MID,4.9,2.31656,0.92944,2.15311,2.3776,0.92944,2.20985,2.42404,0.92944,2.25301,2.25336,0.92944,2.09438,2.22524,0.92944,2.06824,2.2241,0.92944,2.06717,2.33486,0.92944,2.17012,2.14901,0.92944,1.99738
554,"José Sá",WOL,GK,4.3,3.59258,0.9,3.23332,4.40767,0.9,3.9669,3.54669,0.9,3.19202,4.43608,0.9,3.99247,4.47305,0.9,4.02575,3.66697,0.9,3.30028,3.48009,0.9,3.13208,5.03418,0.9,4.53077
555,Kalajdžić,WOL,FWD,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,King,WOL,GK,4,3.37147,0.002,0.00674,4.13533,0.002,0.00827,3.32548,0.002,0.00665,4.16648,0.002,0.00833,4.20308,0.002,0.00841,3.44612,0.002,0.00689,3.25879,0.002,0.00652,4.76596,0.002,0.00953
557,"Mario Jr.",WOL,MID,5,2.50542,0.50392,1.26252,2.52506,0.66926,1.68993,2.64029,0.748,1.97493,2.39352,0.78737,1.88457,2.36489,0.78737,1.86203,2.4004,0.78737,1.88999,2.55244,0.78737,2.00971,2.28513,0.78737,1.79924
558,Mosquera,WOL,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,N.Semedo,WOL,DEF,4.5,2.31789,0.9298,2.15516,2.87912,0.9298,2.677,2.39726,0.9298,2.22897,2.77541,0.9298,2.58056,2.77349,0.9298,2.57878,2.45418,0.9298,2.28189,2.38906,0.9298,2.22134,2.76887,0.9298,2.57449
560,Neto,CHE,MID,6.2,2.42703,0.79842,1.93778,2.21172,0.79842,1.76587,2.19845,0.79842,1.75528,2.50312,0.79842,1.99853,2.57459,0.79842,2.05559,1.95278,0.79842,1.55913,2.60238,0.79842,2.07778,2.10809,0.79842,1.68313
561,"Pedro Lima",WOL,DEF,3.9,1.97527,0.00259,0.00511,2.53029,0.00259,0.00655,2.0353,0.00259,0.00527,2.44011,0.00259,0.00632,2.4397,0.00259,0.00632,2.12453,0.00259,0.0055,2.03252,0.00259,0.00526,2.44778,0.00259,0.00634
562,Podence,WOL,MID,5.5,2.44582,0,1.68892,2.21846,0,1.53191,2.41853,0,1.67007,2.15121,0,1.48548,2.17821,0,1.50412,2.02909,0,1.40115,2.32131,0,1.60293,2.06444,0,1.42556
563,R.Gomes,WOL,MID,5.2,1.94341,0.71099,1.38175,1.98483,0.71099,1.4112,2.07478,0.71099,1.47515,1.84402,0.71099,1.31108,1.81827,0.71099,1.29278,1.82349,0.71099,1.29649,1.99771,0.71099,1.42035,1.733,0.71099,1.23215
564,S.Bueno,WOL,DEF,4.3,2.37145,0.84505,2.004,2.93365,0.84505,2.47909,2.43177,0.84505,2.05497,2.84148,0.84505,2.4012,2.8413,0.84505,2.40104,2.51942,0.84505,2.12904,2.43071,0.84505,2.05408,2.84795,0.84505,2.40666
565,Sarabia,WOL,MID,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"Strand Larsen",WOL,FWD,5.6,2.53052,0.87232,2.20741,2.49808,0.87232,2.17912,2.66709,0.87232,2.32655,2.3419,0.87232,2.04288,2.31055,0.87232,2.01553,2.33609,0.87232,2.03781,2.55016,0.87232,2.22455,2.18992,0.87232,1.91031
